Nome do Campus,Ano de Ingresso,Periodo de Ingresso,Nome do Curso,Tipo do Curso,Modalidade do Curso,Sexo,Renda per Capita,Etnia,Situação do Aluno,Categoria,Área do Curso,Idade de Entrada
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.0,Parda,Matriculado,3.0,Ciências Exatas e da Terra,22
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,1.25,Branca,Matriculado,3.0,Ciências Exatas e da Terra,23
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Exatas e da Terra,20
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,20
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.0,Parda,Cancelamento Compulsório,1.0,Ciências Exatas e da Terra,22
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Exatas e da Terra,18
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.0,Branca,Matriculado,3.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2022,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.75,Parda,Evasão,1.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2022,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,0.75,Branca,Matriculado,3.0,Engenharias,18
Câmpus Anápolis,2022,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,0.75,Branca,Matriculado,3.0,Engenharias,19
Câmpus Anápolis,2022,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,0.75,Branca,Cancelado,1.0,Engenharias,19
Câmpus Anápolis,2022,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,2.0,Branca,Cancelamento Compulsório,1.0,Engenharias,18
Câmpus Anápolis,2022,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,0.75,Branca,Matriculado,3.0,Engenharias,45
Câmpus Anápolis,2022,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Preta,Matriculado,3.0,Ciências Humanas,27
Câmpus Anápolis,2022,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Humanas,26
Câmpus Anápolis,2022,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Branca,Evasão,1.0,Ciências Humanas,37
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,F,0.75,Branca,Cancelado,1.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,F,1.25,Parda,Evasão,1.0,Ciências Exatas e da Terra,34
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,M,0.75,Parda,Cancelado,1.0,Ciências Exatas e da Terra,23
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,M,1.25,Preta,Trancado,1.0,Ciências Exatas e da Terra,30
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,M,0.75,Parda,Evasão,1.0,Ciências Exatas e da Terra,42
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,46
Câmpus Anápolis,2022,1,Licenciatura em Química,Licenciatura,Presencial,M,1.25,Branca,Evasão,1.0,Ciências Exatas e da Terra,30
Câmpus Anápolis,2022,1,Mestrado Profissional em Educação Profissional e Tecnológica,Mestrado Profissional,Presencial,M,2.75,Preta,Concluído,2.0,Ciências Humanas,32
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Parda,Evasão,1.0,Ciências Sociais Aplicadas,43
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,2.0,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,47
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,33
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,2.0,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,23
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,22
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,1.25,Parda,Cancelamento Compulsório,1.0,Ciências Sociais Aplicadas,24
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,1.25,Indígena,Cancelamento Compulsório,1.0,Ciências Sociais Aplicadas,20
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Parda,Evasão,1.0,Ciências Sociais Aplicadas,21
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,1.25,Branca,Evasão,1.0,Ciências Sociais Aplicadas,31
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Branca,Trancado,1.0,Ciências Sociais Aplicadas,21
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,24
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Branca,Cancelamento Compulsório,1.0,Ciências Sociais Aplicadas,25
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,38
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,22
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,2.0,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,20
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,29
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,20
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Amarela,Evasão,1.0,Ciências Sociais Aplicadas,27
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Desconhecida,Cancelado,1.0,Ciências Sociais Aplicadas,26
Câmpus Anápolis,2022,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Parda,Trancado,1.0,Ciências Sociais Aplicadas,27
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Parda,Cancelado,1.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Evasão,1.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,1.25,Branca,Evasão,1.0,Ciências Sociais Aplicadas,18
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Evasão,1.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Parda,Evasão,1.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Cancelamento Compulsório,1.0,Ciências Humanas,19
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências Humanas,34
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Humanas,24
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Desconhecida,Cancelamento Compulsório,1.0,Ciências Humanas,41
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Humanas,24
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Cancelamento Compulsório,1.0,Ciências Humanas,45
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Transporte de Cargas na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,40
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Transporte de Cargas na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Amarela,Cancelamento Compulsório,1.0,Ciências Sociais Aplicadas,34
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Transporte de Cargas na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,24
Câmpus Anápolis,2022,1,Técnico Integrado ao Ensino Médio em Transporte de Cargas na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Preta,Matriculado,3.0,Ciências Sociais Aplicadas,38
Câmpus Anápolis,2022,0,Bacharelado em Ciência da Computação,Bacharelado,Presencial,F,0.75,Parda,Cancelado,1.0,Ciências Exatas e da Terra,36
Câmpus Anápolis,2022,0,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Branca,Matriculado,3.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2022,0,Especialização em Inteligência Artificial Aplicada,Especialização,Presencial,M,1.25,Parda,Cancelamento Compulsório,1.0,Ciências Exatas e da Terra,24
Câmpus Anápolis,2022,0,Licenciatura em Ciências Sociais,Licenciatura,Presencial,M,0.75,Branca,Cancelado,1.0,Ciências Humanas,34
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,F,0.75,Branca,Trancado,1.0,Ciências Exatas e da Terra,24
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,24
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,0.75,Branca,Cancelado,1.0,Ciências Exatas e da Terra,18
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,19
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.0,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,20
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,F,1.25,Desconhecida,Cancelado,1.0,Ciências Exatas e da Terra,18
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,1.25,Desconhecida,Evasão,1.0,Ciências Exatas e da Terra,28
Câmpus Anápolis,2023,1,Bacharelado em Ciência da Computação,Bacharelado,Presencial,M,2.75,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,18
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,2.0,Branca,Cancelado,1.0,Engenharias,23
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,2.0,Parda,Cancelado,1.0,Engenharias,19
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,2.75,Parda,Matriculado,3.0,Engenharias,19
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,2.75,Parda,Matriculado,3.0,Engenharias,19
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,2.0,Branca,Matriculado,3.0,Engenharias,19
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,0.75,Parda,Matriculado,3.0,Engenharias,19
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,0.75,Parda,Cancelamento Compulsório,1.0,Engenharias,21
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,1.25,Parda,Cancelamento Compulsório,1.0,Engenharias,33
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,0.75,Branca,Matriculado,3.0,Engenharias,18
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,2.0,Branca,Matriculado,3.0,Engenharias,18
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,2.0,Preta,Matriculado,3.0,Engenharias,27
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,F,0.75,Desconhecida,Matriculado,3.0,Engenharias,47
Câmpus Anápolis,2023,1,Bacharelado em Engenharia Civil da Mobilidade,Bacharelado,Presencial,M,0.75,Branca,Evasão,1.0,Engenharias,31
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,M,1.25,Preta,Matriculado,3.0,Ciências Humanas,34
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,M,1.25,Branca,Trancado,1.0,Ciências Humanas,39
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Humanas,32
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Branca,Evasão,1.0,Ciências Humanas,42
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Humanas,47
Câmpus Anápolis,2023,1,Licenciatura em Ciências Sociais,Licenciatura,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Humanas,27
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.75,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,28
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.75,Branca,Cancelamento Compulsório,1.0,Ciências Exatas e da Terra,30
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,M,0.75,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,35
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.0,Desconhecida,Evasão,1.0,Ciências Exatas e da Terra,29
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,M,2.0,Desconhecida,Evasão,1.0,Ciências Exatas e da Terra,46
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,0.75,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,48
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências Exatas e da Terra,40
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,0.75,Parda,Evasão,1.0,Ciências Exatas e da Terra,38
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,0.75,Parda,Evasão,1.0,Ciências Exatas e da Terra,22
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,22
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,M,0.75,Branca,Evasão,1.0,Ciências Exatas e da Terra,40
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,M,2.0,Branca,Evasão,1.0,Ciências Exatas e da Terra,39
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,M,2.0,Parda,Matriculado,3.0,Ciências Exatas e da Terra,39
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências Exatas e da Terra,50
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.0,Parda,Matriculado,3.0,Ciências Exatas e da Terra,22
Câmpus Anápolis,2023,1,Licenciatura em Química,Licenciatura,Presencial,F,2.0,Branca,Matriculado,3.0,Ciências Exatas e da Terra,23
Câmpus Anápolis,2023,1,Mestrado Profissional em Educação Profissional e Tecnológica,Mestrado Profissional,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Humanas,41
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,30
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Desconhecida,Evasão,1.0,Ciências Sociais Aplicadas,26
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,0.75,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,25
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,F,1.25,Desconhecida,Evasão,1.0,Ciências Sociais Aplicadas,34
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,2.0,Desconhecida,Evasão,1.0,Ciências Sociais Aplicadas,24
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Preta,Matriculado,3.0,Ciências Sociais Aplicadas,19
Câmpus Anápolis,2023,1,Superior de Tecnologia em Logística,Tecnólogo,Presencial,M,0.75,Branca,Evasão,1.0,Ciências Sociais Aplicadas,19
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,2.0,Branca,Evasão,1.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,2.0,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,2.0,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,2.0,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,1.25,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,M,0.75,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Evasão,1.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,17
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Sociais Aplicadas,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Desconhecida,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Comércio Exterior,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Sociais Aplicadas,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,1.25,Parda,Matriculado,3.0,Engenharias,17
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,0.75,Branca,Evasão,1.0,Engenharias,17
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,0.75,Parda,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,0.75,Preta,Evasão,1.0,Engenharias,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,2.75,Branca,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Engenharias,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,2.75,Desconhecida,Matriculado,3.0,Engenharias,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,M,0.75,Parda,Evasão,1.0,Engenharias,17
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,2.0,Parda,Matriculado,3.0,Engenharias,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Edificações,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Engenharias,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências Exatas e da Terra,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,1.25,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Exatas e da Terra,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Desconhecida,Matriculado,3.0,Ciências Exatas e da Terra,15
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências Exatas e da Terra,17
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Química,Integrado,Presencial,F,0.75,Parda,Trancado,1.0,Ciências Exatas e da Terra,16
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências Humanas,35
Câmpus Anápolis,2023,1,Técnico Integrado ao Ensino Médio em Secretaria Escolar na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências Humanas,35
